0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
0.21456027,0.17337893,0.17775372,0.17133929,0.19335769,0.11663831,0.17660955,0.18015724,0.22367807,0.21047916,0.24545118,0.10110816,0.16934955,0.22361147,0.19746438,0.22555614,0.25645423,0.06552027,0.20345303,0.18393348,0.20876552,0.2323383,0.21036041,0.14745711,0.21456027,0.17337893,0.17775372,0.17133929,0.19335769,0.11663831,0.17660955,0.18015724,0.22367807,0.21047916,0.24545118,0.10110816,0.16934955,0.22361147,0.19746438,0.22555614,0.25645423,0.06552027,0.20345303,0.18393348,0.20876552,0.2323383,0.21036041,0.14745711,0.21456027,0.17337893,0.17775372,0.17133929,0.19335769,0.11663831,0.17660955,0.18015724,0.22367807,0.21047916,0.24545118,0.10110816,0.16934955,0.22361147,0.19746438,0.22555614,0.25645423,0.06552027,0.20345303,0.18393348,0.20876552,0.2323383,0.21036041,0.14745711,0.21456027,0.17337893,0.17775372,0.17133929,0.19335769,0.11663831,0.17660955,0.18015724,0.22367807,0.21047916,0.24545118,0.10110816,0.16934955,0.22361147,0.19746438,0.22555614,0.25645423,0.06552027,0.20345303,0.18393348,0.20876552,0.2323383,0.21036041,0.14745711,0.21456027,0.17337893,0.17775372,0.17133929,0.19335769,0.11663831,0.17660955,0.18015724,0.22367807,0.21047916,0.24545118,0.10110816,0.16934955,0.22361147,0.19746438,0.22555614,0.25645423,0.06552027,0.20345303,0.18393348,0.20876552,0.2323383,0.21036041,0.14745711,0.21456027,0.17337893,0.17775372,0.17133929,0.19335769,0.11663831,0.17660955,0.18015724,0.22367807,0.21047916,0.24545118,0.10110816,0.16934955,0.22361147,0.19746438,0.22555614,0.25645423,0.06552027,0.20345303,0.18393348,0.20876552,0.2323383,0.21036041,0.14745711
0.5404789,0.55289364,0.57041216,0.533831,0.6314939,-0.051113646,0.61210173,0.5374294,0.5533551,0.5767276,0.47945005,-0.07322605,0.54198045,0.5999494,0.48685557,0.5200335,0.5685032,-0.057470154,0.5628402,0.503528,0.6311752,0.56846786,0.6019043,0.06391358,0.5404789,0.55289364,0.57041216,0.533831,0.6314939,-0.051113646,0.61210173,0.5374294,0.5533551,0.5767276,0.47945005,-0.07322605,0.54198045,0.5999494,0.48685557,0.5200335,0.5685032,-0.057470154,0.5628402,0.503528,0.6311752,0.56846786,0.6019043,0.06391358,0.5404789,0.55289364,0.57041216,0.533831,0.6314939,-0.051113646,0.61210173,0.5374294,0.5533551,0.5767276,0.47945005,-0.07322605,0.54198045,0.5999494,0.48685557,0.5200335,0.5685032,-0.057470154,0.5628402,0.503528,0.6311752,0.56846786,0.6019043,0.06391358,0.5404789,0.55289364,0.57041216,0.533831,0.6314939,-0.051113646,0.61210173,0.5374294,0.5533551,0.5767276,0.47945005,-0.07322605,0.54198045,0.5999494,0.48685557,0.5200335,0.5685032,-0.057470154,0.5628402,0.503528,0.6311752,0.56846786,0.6019043,0.06391358,0.5404789,0.55289364,0.57041216,0.533831,0.6314939,-0.051113646,0.61210173,0.5374294,0.5533551,0.5767276,0.47945005,-0.07322605,0.54198045,0.5999494,0.48685557,0.5200335,0.5685032,-0.057470154,0.5628402,0.503528,0.6311752,0.56846786,0.6019043,0.06391358,0.5404789,0.55289364,0.57041216,0.533831,0.6314939,-0.051113646,0.61210173,0.5374294,0.5533551,0.5767276,0.47945005,-0.07322605,0.54198045,0.5999494,0.48685557,0.5200335,0.5685032,-0.057470154,0.5628402,0.503528,0.6311752,0.56846786,0.6019043,0.06391358
0.09869185,0.100047916,0.1543122,0.061203174,0.11461641,0.036937997,0.13908552,0.12320221,0.074712396,0.071560025,0.06291225,0.11768697,0.13320625,0.13167897,0.03029193,0.096531786,0.19153574,0.08350356,0.09000456,0.023044161,0.1448361,0.13463898,0.12527892,0.147402,0.09869185,0.100047916,0.1543122,0.061203174,0.11461641,0.036937997,0.13908552,0.12320221,0.074712396,0.071560025,0.06291225,0.11768697,0.13320625,0.13167897,0.03029193,0.096531786,0.19153574,0.08350356,0.09000456,0.023044161,0.1448361,0.13463898,0.12527892,0.147402,0.09869185,0.100047916,0.1543122,0.061203174,0.11461641,0.036937997,0.13908552,0.12320221,0.074712396,0.071560025,0.06291225,0.11768697,0.13320625,0.13167897,0.03029193,0.096531786,0.19153574,0.08350356,0.09000456,0.023044161,0.1448361,0.13463898,0.12527892,0.147402,0.09869185,0.100047916,0.1543122,0.061203174,0.11461641,0.036937997,0.13908552,0.12320221,0.074712396,0.071560025,0.06291225,0.11768697,0.13320625,0.13167897,0.03029193,0.096531786,0.19153574,0.08350356,0.09000456,0.023044161,0.1448361,0.13463898,0.12527892,0.147402,0.09869185,0.100047916,0.1543122,0.061203174,0.11461641,0.036937997,0.13908552,0.12320221,0.074712396,0.071560025,0.06291225,0.11768697,0.13320625,0.13167897,0.03029193,0.096531786,0.19153574,0.08350356,0.09000456,0.023044161,0.1448361,0.13463898,0.12527892,0.147402,0.09869185,0.100047916,0.1543122,0.061203174,0.11461641,0.036937997,0.13908552,0.12320221,0.074712396,0.071560025,0.06291225,0.11768697,0.13320625,0.13167897,0.03029193,0.096531786,0.19153574,0.08350356,0.09000456,0.023044161,0.1448361,0.13463898,0.12527892,0.147402
0.16405748,0.17860256,0.18461902,0.14545135,0.18825227,0.08518481,0.17907403,0.15161645,0.16903636,0.18408394,0.18615526,0.091402404,0.16922925,0.18387373,0.1566612,0.15111811,0.19003439,0.08144961,0.19205782,0.16384718,0.2043832,0.19824703,0.1997023,0.12158189,0.16405748,0.17860256,0.18461902,0.14545135,0.18825227,0.08518481,0.17907403,0.15161645,0.16903636,0.18408394,0.18615526,0.091402404,0.16922925,0.18387373,0.1566612,0.15111811,0.19003439,0.08144961,0.19205782,0.16384718,0.2043832,0.19824703,0.1997023,0.12158189,0.16405748,0.17860256,0.18461902,0.14545135,0.18825227,0.08518481,0.17907403,0.15161645,0.16903636,0.18408394,0.18615526,0.091402404,0.16922925,0.18387373,0.1566612,0.15111811,0.19003439,0.08144961,0.19205782,0.16384718,0.2043832,0.19824703,0.1997023,0.12158189,0.16405748,0.17860256,0.18461902,0.14545135,0.18825227,0.08518481,0.17907403,0.15161645,0.16903636,0.18408394,0.18615526,0.091402404,0.16922925,0.18387373,0.1566612,0.15111811,0.19003439,0.08144961,0.19205782,0.16384718,0.2043832,0.19824703,0.1997023,0.12158189,0.16405748,0.17860256,0.18461902,0.14545135,0.18825227,0.08518481,0.17907403,0.15161645,0.16903636,0.18408394,0.18615526,0.091402404,0.16922925,0.18387373,0.1566612,0.15111811,0.19003439,0.08144961,0.19205782,0.16384718,0.2043832,0.19824703,0.1997023,0.12158189,0.16405748,0.17860256,0.18461902,0.14545135,0.18825227,0.08518481,0.17907403,0.15161645,0.16903636,0.18408394,0.18615526,0.091402404,0.16922925,0.18387373,0.1566612,0.15111811,0.19003439,0.08144961,0.19205782,0.16384718,0.2043832,0.19824703,0.1997023,0.12158189
0.23298329,0.2319436,0.24316448,0.2261155,0.27319813,0.032320827,0.27645484,0.2110672,0.23314272,0.24524212,0.21531373,0.04112821,0.2289263,0.25889105,0.19932814,0.2112468,0.2586841,0.048030104,0.27251995,0.23300341,0.26913887,0.26151365,0.2798339,0.0890671,0.23298329,0.2319436,0.24316448,0.2261155,0.27319813,0.032320827,0.27645484,0.2110672,0.23314272,0.24524212,0.21531373,0.04112821,0.2289263,0.25889105,0.19932814,0.2112468,0.2586841,0.048030104,0.27251995,0.23300341,0.26913887,0.26151365,0.2798339,0.0890671,0.23298329,0.2319436,0.24316448,0.2261155,0.27319813,0.032320827,0.27645484,0.2110672,0.23314272,0.24524212,0.21531373,0.04112821,0.2289263,0.25889105,0.19932814,0.2112468,0.2586841,0.048030104,0.27251995,0.23300341,0.26913887,0.26151365,0.2798339,0.0890671,0.23298329,0.2319436,0.24316448,0.2261155,0.27319813,0.032320827,0.27645484,0.2110672,0.23314272,0.24524212,0.21531373,0.04112821,0.2289263,0.25889105,0.19932814,0.2112468,0.2586841,0.048030104,0.27251995,0.23300341,0.26913887,0.26151365,0.2798339,0.0890671,0.23298329,0.2319436,0.24316448,0.2261155,0.27319813,0.032320827,0.27645484,0.2110672,0.23314272,0.24524212,0.21531373,0.04112821,0.2289263,0.25889105,0.19932814,0.2112468,0.2586841,0.048030104,0.27251995,0.23300341,0.26913887,0.26151365,0.2798339,0.0890671,0.23298329,0.2319436,0.24316448,0.2261155,0.27319813,0.032320827,0.27645484,0.2110672,0.23314272,0.24524212,0.21531373,0.04112821,0.2289263,0.25889105,0.19932814,0.2112468,0.2586841,0.048030104,0.27251995,0.23300341,0.26913887,0.26151365,0.2798339,0.0890671
0.13936009,0.14796236,0.17819744,0.1471606,0.19243324,-0.0076909773,0.196176,0.15823995,0.15896763,0.14980397,0.13398185,0.024756981,0.17564493,0.17397462,0.10466564,0.13952167,0.18423896,0.01763645,0.15402386,0.11195032,0.18672779,0.17782833,0.16717735,0.073900804,0.13936009,0.14796236,0.17819744,0.1471606,0.19243324,-0.0076909773,0.196176,0.15823995,0.15896763,0.14980397,0.13398185,0.024756981,0.17564493,0.17397462,0.10466564,0.13952167,0.18423896,0.01763645,0.15402386,0.11195032,0.18672779,0.17782833,0.16717735,0.073900804,0.13936009,0.14796236,0.17819744,0.1471606,0.19243324,-0.0076909773,0.196176,0.15823995,0.15896763,0.14980397,0.13398185,0.024756981,0.17564493,0.17397462,0.10466564,0.13952167,0.18423896,0.01763645,0.15402386,0.11195032,0.18672779,0.17782833,0.16717735,0.073900804,0.13936009,0.14796236,0.17819744,0.1471606,0.19243324,-0.0076909773,0.196176,0.15823995,0.15896763,0.14980397,0.13398185,0.024756981,0.17564493,0.17397462,0.10466564,0.13952167,0.18423896,0.01763645,0.15402386,0.11195032,0.18672779,0.17782833,0.16717735,0.073900804,0.13936009,0.14796236,0.17819744,0.1471606,0.19243324,-0.0076909773,0.196176,0.15823995,0.15896763,0.14980397,0.13398185,0.024756981,0.17564493,0.17397462,0.10466564,0.13952167,0.18423896,0.01763645,0.15402386,0.11195032,0.18672779,0.17782833,0.16717735,0.073900804,0.13936009,0.14796236,0.17819744,0.1471606,0.19243324,-0.0076909773,0.196176,0.15823995,0.15896763,0.14980397,0.13398185,0.024756981,0.17564493,0.17397462,0.10466564,0.13952167,0.18423896,0.01763645,0.15402386,0.11195032,0.18672779,0.17782833,0.16717735,0.073900804
0.8795075,0.92547345,0.97496516,0.8945954,1.0401782,-0.04366022,1.0076296,0.8790298,0.91651434,0.9709645,0.8191061,-0.089846,0.8689914,0.9947589,0.8368798,0.878711,0.96330076,-0.057200786,0.96313655,0.8471198,0.98372173,0.90427065,0.9289249,0.05331282,0.8795075,0.92547345,0.97496516,0.8945954,1.0401782,-0.04366022,1.0076296,0.8790298,0.91651434,0.9709645,0.8191061,-0.089846,0.8689914,0.9947589,0.8368798,0.878711,0.96330076,-0.057200786,0.96313655,0.8471198,0.98372173,0.90427065,0.9289249,0.05331282,0.8795075,0.92547345,0.97496516,0.8945954,1.0401782,-0.04366022,1.0076296,0.8790298,0.91651434,0.9709645,0.8191061,-0.089846,0.8689914,0.9947589,0.8368798,0.878711,0.96330076,-0.057200786,0.96313655,0.8471198,0.98372173,0.90427065,0.9289249,0.05331282,0.8795075,0.92547345,0.97496516,0.8945954,1.0401782,-0.04366022,1.0076296,0.8790298,0.91651434,0.9709645,0.8191061,-0.089846,0.8689914,0.9947589,0.8368798,0.878711,0.96330076,-0.057200786,0.96313655,0.8471198,0.98372173,0.90427065,0.9289249,0.05331282,0.8795075,0.92547345,0.97496516,0.8945954,1.0401782,-0.04366022,1.0076296,0.8790298,0.91651434,0.9709645,0.8191061,-0.089846,0.8689914,0.9947589,0.8368798,0.878711,0.96330076,-0.057200786,0.96313655,0.8471198,0.98372173,0.90427065,0.9289249,0.05331282,0.8795075,0.92547345,0.97496516,0.8945954,1.0401782,-0.04366022,1.0076296,0.8790298,0.91651434,0.9709645,0.8191061,-0.089846,0.8689914,0.9947589,0.8368798,0.878711,0.96330076,-0.057200786,0.96313655,0.8471198,0.98372173,0.90427065,0.9289249,0.05331282
0.11943005,0.1380914,0.16373335,0.09727954,0.15377095,0.1494102,0.11757873,0.1205748,0.14852372,0.15829223,0.12138278,0.2161339,0.16268378,0.16583383,0.11994386,0.13840881,0.19306745,0.16721295,0.1627706,0.12713104,0.18891703,0.17404997,0.16865309,0.24973744,0.11943005,0.1380914,0.16373335,0.09727954,0.15377095,0.1494102,0.11757873,0.1205748,0.14852372,0.15829223,0.12138278,0.2161339,0.16268378,0.16583383,0.11994386,0.13840881,0.19306745,0.16721295,0.1627706,0.12713104,0.18891703,0.17404997,0.16865309,0.24973744,0.11943005,0.1380914,0.16373335,0.09727954,0.15377095,0.1494102,0.11757873,0.1205748,0.14852372,0.15829223,0.12138278,0.2161339,0.16268378,0.16583383,0.11994386,0.13840881,0.19306745,0.16721295,0.1627706,0.12713104,0.18891703,0.17404997,0.16865309,0.24973744,0.11943005,0.1380914,0.16373335,0.09727954,0.15377095,0.1494102,0.11757873,0.1205748,0.14852372,0.15829223,0.12138278,0.2161339,0.16268378,0.16583383,0.11994386,0.13840881,0.19306745,0.16721295,0.1627706,0.12713104,0.18891703,0.17404997,0.16865309,0.24973744,0.11943005,0.1380914,0.16373335,0.09727954,0.15377095,0.1494102,0.11757873,0.1205748,0.14852372,0.15829223,0.12138278,0.2161339,0.16268378,0.16583383,0.11994386,0.13840881,0.19306745,0.16721295,0.1627706,0.12713104,0.18891703,0.17404997,0.16865309,0.24973744,0.11943005,0.1380914,0.16373335,0.09727954,0.15377095,0.1494102,0.11757873,0.1205748,0.14852372,0.15829223,0.12138278,0.2161339,0.16268378,0.16583383,0.11994386,0.13840881,0.19306745,0.16721295,0.1627706,0.12713104,0.18891703,0.17404997,0.16865309,0.24973744
0.21298355,0.22199252,0.25158596,0.19431165,0.23506197,0.07182692,0.24731845,0.19441874,0.24767669,0.2344952,0.18955559,0.111206666,0.20659354,0.25221997,0.18640538,0.21044537,0.25917274,0.078596644,0.25193515,0.1839492,0.2766577,0.26398778,0.26496577,0.12043312,0.21298355,0.22199252,0.25158596,0.19431165,0.23506197,0.07182692,0.24731845,0.19441874,0.24767669,0.2344952,0.18955559,0.111206666,0.20659354,0.25221997,0.18640538,0.21044537,0.25917274,0.078596644,0.25193515,0.1839492,0.2766577,0.26398778,0.26496577,0.12043312,0.21298355,0.22199252,0.25158596,0.19431165,0.23506197,0.07182692,0.24731845,0.19441874,0.24767669,0.2344952,0.18955559,0.111206666,0.20659354,0.25221997,0.18640538,0.21044537,0.25917274,0.078596644,0.25193515,0.1839492,0.2766577,0.26398778,0.26496577,0.12043312,0.21298355,0.22199252,0.25158596,0.19431165,0.23506197,0.07182692,0.24731845,0.19441874,0.24767669,0.2344952,0.18955559,0.111206666,0.20659354,0.25221997,0.18640538,0.21044537,0.25917274,0.078596644,0.25193515,0.1839492,0.2766577,0.26398778,0.26496577,0.12043312,0.21298355,0.22199252,0.25158596,0.19431165,0.23506197,0.07182692,0.24731845,0.19441874,0.24767669,0.2344952,0.18955559,0.111206666,0.20659354,0.25221997,0.18640538,0.21044537,0.25917274,0.078596644,0.25193515,0.1839492,0.2766577,0.26398778,0.26496577,0.12043312,0.21298355,0.22199252,0.25158596,0.19431165,0.23506197,0.07182692,0.24731845,0.19441874,0.24767669,0.2344952,0.18955559,0.111206666,0.20659354,0.25221997,0.18640538,0.21044537,0.25917274,0.078596644,0.25193515,0.1839492,0.2766577,0.26398778,0.26496577,0.12043312
0.016913533,0.029375345,0.096960545,-0.042613387,0.044340357,0.1180749,0.03904128,-0.00045333058,-0.016374141,0.004773304,-0.019617587,0.28059238,0.03217928,0.05211857,-0.06240654,0.023607597,0.15239109,0.1927119,-0.008228451,-0.043274872,0.09529717,0.053643778,0.036413595,0.28818232,0.016913533,0.029375345,0.096960545,-0.042613387,0.044340357,0.1180749,0.03904128,-0.00045333058,-0.016374141,0.004773304,-0.019617587,0.28059238,0.03217928,0.05211857,-0.06240654,0.023607597,0.15239109,0.1927119,-0.008228451,-0.043274872,0.09529717,0.053643778,0.036413595,0.28818232,0.016913533,0.029375345,0.096960545,-0.042613387,0.044340357,0.1180749,0.03904128,-0.00045333058,-0.016374141,0.004773304,-0.019617587,0.28059238,0.03217928,0.05211857,-0.06240654,0.023607597,0.15239109,0.1927119,-0.008228451,-0.043274872,0.09529717,0.053643778,0.036413595,0.28818232,0.016913533,0.029375345,0.096960545,-0.042613387,0.044340357,0.1180749,0.03904128,-0.00045333058,-0.016374141,0.004773304,-0.019617587,0.28059238,0.03217928,0.05211857,-0.06240654,0.023607597,0.15239109,0.1927119,-0.008228451,-0.043274872,0.09529717,0.053643778,0.036413595,0.28818232,0.016913533,0.029375345,0.096960545,-0.042613387,0.044340357,0.1180749,0.03904128,-0.00045333058,-0.016374141,0.004773304,-0.019617587,0.28059238,0.03217928,0.05211857,-0.06240654,0.023607597,0.15239109,0.1927119,-0.008228451,-0.043274872,0.09529717,0.053643778,0.036413595,0.28818232,0.016913533,0.029375345,0.096960545,-0.042613387,0.044340357,0.1180749,0.03904128,-0.00045333058,-0.016374141,0.004773304,-0.019617587,0.28059238,0.03217928,0.05211857,-0.06240654,0.023607597,0.15239109,0.1927119,-0.008228451,-0.043274872,0.09529717,0.053643778,0.036413595,0.28818232
